event link,event name,Start Date,Start Time,End Date,End Time,Timezone,Event Description,,,,Price,Event Company Website,Event Company Name,Organizer: People Discription,Twitter,Facebook,Address,City,State,Zipcode,Country,Latitude,Longitude,ID - Check but NA,N/A,N/A
https://www.eventbrite.com.ar/e/chat-gpt-inteligencia-artificial-para-mediadores-y-conciliadores-tickets-753775100617,Chat gpt - Inteligencia Artificial para Mediadores y Conciliadores,11/21/23,15:00,11/22/23,1:00,America/Argentina/Buenos_Aires,Ven y potencia tus habilidades de mediación en línea con el poder de Chat GPT,12000.00 ARS, - ,16000.00 ARS,12000.00 ARS - 16000.00 ARS,http://www.odrlatinoamerica.com,ODR Latinoamérica,www.odrlatinoamerica.comODR LATINOAMERICAEs una red social sin fines de lucro privada y un espacio académico y de investigación en la articulación de las nuevas tecnologías y la resolución de conflict...,ODRL,odr.latinoamerica,,,,,,,,753775100617,"Other, Class, Training, or Workshop, Event, Gpt, Nivelinicial, Mediadores, chatgpt",es-ar
https://www.eventbrite.com/e/the-future-of-gaming-ai-revolutionising-the-gaming-industry-tickets-750655850857,The Future of Gaming - AI Revolutionising the Gaming Industry,11/21/23,16:00,11/21/23,19:00,Europe/London,Discover the exciting future of gaming as we delve into the fascinating world of AI and its impact on the gaming industry.,0.00 GBP, - ,0.00 GBP,0.00 GBP - 0.00 GBP,,Cloudflare,,,,Belvedere Road #Riverside Building,London,England,SE1 7PB,GB,51.5019633,-0.1188522,750655850857,"High Tech, Science & Technology, Meeting or Networking Event, Gaming, Developer, Ai, Developers, Cloudsecurity, Betting, Artificial_intelligence, cloud_computing, computer_science, technology_innovation",en-gb
https://www.eventbrite.com/e/inscription-initiation-a-chatgpt-pour-chefs-d-entreprise-755543911177,Initiation à ChatGPT+ pour chefs d  entreprise,11/21/23,16:00,11/21/23,18:00,Europe/Brussels,"Formation pour chefs d'entreprise : devenez autonomes avec ChatGPT, l'assistant numérique dévoué à votre service.",50.00 EUR, - ,50.00 EUR,50.00 EUR - 50.00 EUR,https://www.linkedin.com/in/jman6k/,AS3P - Le facilitateur de votre innovation.,,,,17 Place Verte,Charleroi,Région Wallonne,6000,BE,50.4077436,4.4416238,755543911177,"High Tech, Science & Technology, Class, Training, or Workshop, Training, Manager, chatgpt",fr-fr
https://www.eventbrite.com/e/ai-tuesday-exploring-the-frontiers-of-artificial-intelligence-tickets-635456406217,AI Tuesday - Exploring the Frontiers of Artificial Intelligence,11/21/23,17:00,11/21/23,17:30,Europe/Berlin,"Discover the frontiers of artificial intelligence at our weekly AI meetup. Join us for discussions, demos, and networking.",8.64 EUR, - ,8.64 EUR,8.64 EUR - 8.64 EUR,,Technos Hackerspace,"We are a group of creative, open nerds and 3D-printing experts who are passionate about technology and innovation. Our goal is to foster a community of like-minded individuals who share our passion fo...",,,Hannoversche Straße 3,Berlin,BE,10115,DE,52.5271032,13.3853074,635456406217,"Other, Science & Technology, Other, Ai, 3dprinting, Vr, Artificial_intelligence, künstliche_intelligenz, 3ddruck",en-us
https://www.eventbrite.com.au/e/ai-tools-for-small-business-marketing-council-chambers-tickets-746861953207,AI Tools for Small Business Marketing (Council & Chambers),11/21/23,17:00,11/21/23,19:30,Australia/Sydney,"Join us for a power-packed in-person event 1-and-a-half-hour workshop, ""AI Tools for Small Business Marketing.""",0.00 AUD, - ,0.00 AUD,0.00 AUD - 0.00 AUD,https://realise.business/,Realise Business,"Realise Business is a Not-for-Profit enterprise empowering people to successfully run a business since 1989. We are proud to be providers for various NSW and Federal Government Advisory Programs, allo...",,RealiseBusiness,12-22 Dora Street,Hurstville,NSW,2220,AU,-33.9643177,151.1010784,746861953207,"Educators, Business & Professional, Class, Training, or Workshop, Business, Marketing, Ai, Smallbusiness, Tools",en-au
https://www.eventbrite.com/e/holiday-light-stroll-presented-by-langley-federal-credit-union-tickets-696109641677,Holiday Light Stroll presented by Langley Federal Credit Union,11/21/23,17:00,11/21/23,20:30,America/New_York,Holiday Light Stroll presented by Langley Federal is a leisurely walk (one night only) through Newport News Park Celebration in Lights,14.50 USD, - ,49.50 USD,14.50 USD - 49.50 USD,,Center for Child and Family Services,"The Center for Child and Family Services (CCFS), founded in 1943, is a nonprofit 501C3 community service organization focused on providing behavioral, mental health, and financial counseling services ...",,,13450 Woodside Lane,Newport News,VA,23608,US,37.1733127,-76.5247974,696109641677,"Christmas, Seasonal & Holiday, Attraction, holiday_activities, holiday_events, holidays2023",en-us
https://www.eventbrite.com/e/chatgpt-gen-ai-happy-hour-tickets-730712279097,ChatGPT & Gen AI Happy Hour,11/21/23,17:30,11/21/23,20:00,America/New_York,Countdown to 2024: The Year of the AI Convergence,0.00 USD, - ,0.00 USD,0.00 USD - 0.00 USD,,Generative Ventures,,,,100 Stuart Street,Boston,MA,2116,US,42.3508419,-71.0656551,730712279097,"Other, Business & Professional, Meeting or Networking Event, Networking, Ai, Knowledge, Happyhour, Gpt, Artificial_intelligence, networking_event, generative_ai, chatgpt, genai",en-us
https://www.eventbrite.com.au/e/sydney-power-bi-meetup-harnessing-data-analytics-to-revolutionise-hr-tickets-754385446177,Sydney Power BI Meetup: Harnessing Data Analytics to Revolutionise HR,11/21/23,17:30,11/21/23,19:30,Australia/Sydney,Join us for an epic in-person event where we explore how to use Data & AI to totally transform the world of HR!,0.00 AUD, - ,0.00 AUD,0.00 AUD - 0.00 AUD,https://agile-analytics.com.au/,Agile Analytics,"Agile Analytics is a consulting firm and aMicrosoft Gold Partnerin Data Platform and Data Analytics.We deliver end-to-end data solutions including: Data Engineering, Data Visualisation and Data Scienc...",@PowerBIAU,,"11 York Street, #Level 10 #Level 10",Sydney,NSW,2000,AU,-33.865294,151.2053033,754385446177,"Sales & Marketing, Business & Professional, Conference, Hr, Ai, Data, Powerbi, Businessintelligence, Professionalnetworking, Dataanalytics, Datavisualization",en-au
https://www.eventbrite.com/e/the-william-h-mueser-and-philip-c-rutledge-33rd-annual-memorial-lecture-tickets-748857923207,The William H. Mueser and Philip C. Rutledge 33rd Annual Memorial Lecture,11/21/23,17:30,11/21/23,19:00,America/New_York,"This lecture honors William H. Mueser (1900-1985) and Philip C. Rutledge (1906-1990), former partners of Mueser Rutledge Consulting Engineer",20.00 USD, - ,20.00 USD,20.00 USD - 20.00 USD,http://ascemetsection.org/tech-groups/geotechnical/home,ASCE Met Section Geo-Institute Chapter,The mission of the ASCE Metropolitan Section Chapter of the Geo-Institute is to provide members with opportunities to expand and share their knowledge and expertise of geotechnical engineering and geo...,,,365 Fifth Ave,New York,NY,10001,US,40.7488153,-73.9841018,748857923207,"Other, Science & Technology, Conference",en-us
https://www.eventbrite.dk/e/building-a-gen-ai-prototype-in-1-hour-without-code-live-masterclass-tickets-745966043517,Building a Gen-AI prototype in 1 hour without code - Live Masterclass,11/21/23,18:00,11/21/23,19:00,Europe/Copenhagen,Discover live how YOU can build a product prototype using generative AI without any coding required!,0.00 GBP, - ,0.00 GBP,0.00 GBP - 0.00 GBP,https://www.ai-academy.com,Gianluca Mauro,,,,,,,,,,,745966043517,"High Tech, Science & Technology, Seminar or Talk, Technology, Innovation, Machine_learning, Artificial_intelligence, ai_products, generative_ai, generativeai, chatgpt",en-us
https://www.eventbrite.co.uk/e/mindstone-london-ai-meetup-tickets-641974050667,Mindstone London AI meetup,11/21/23,18:00,11/21/23,20:00,Europe/London,"Delve into the world of AI, explore its practical applications, and marvel at the astonishing projects that are shaping our future.",0.00 GBP, - ,0.00 GBP,0.00 GBP - 0.00 GBP,,Mindstone,,,,Clerkenwell Close,London,England,EC1R 0EA,GB,51.5233529,-0.1054615,641974050667,"High Tech, Science & Technology, Meeting or Networking Event, Meetup, Event, Ai, Agents, London, Artificialintelligence, Artificial_intelligence, mindstone",en-gb
https://www.eventbrite.com/e/im-tech-meetup-ai-the-journey-so-far-nov-2023-tickets-731863041057,IM Tech Meetup - AI - The Journey So Far - Nov 2023,11/21/23,18:00,11/21/23,20:00,Europe/London,The IM Tech Meetup on Tuesday 21st November 2023 at 6-8pm focusing on AI - The Journey So Far,0.00 USD, - ,0.00 USD,0.00 USD - 0.00 USD,https://bit.ly/IM-Tech,Ilesh Mistry,,ileshmistry,,,,,,,,,731863041057,"High Tech, Science & Technology, Meeting or Networking Event, Developer, Technology, Ai, Robots, Artificialintelligence, Machine_learning, Artificial_intelligence, generative_ai, generativeai, chatgpt",en-gb
https://www.eventbrite.com/e/ai-developers-from-eastern-europe-are-they-worth-hiring-in-2024-tickets-748493733907,AI Developers from Eastern Europe: Are They Worth Hiring in 2024?,11/21/23,18:00,11/21/23,19:00,Europe/Kiev,"The upcoming event will come in handy for CTOs, VPs of Engineering, HR Directors, and other hiring managers at product tech companies. Join!",0.00 USD, - ,0.00 USD,0.00 USD - 0.00 USD,https://alcor-bpo.com/,Alcor,Alcor is a full-cycle service provider that builds software R&D offices for US product tech companies in Eastern Europe and Latin America. We have an exclusive focus on tech recruitment with full oper...,Alcor_BPO,344509322666845,,,,,,,,748493733907,"High Tech, Science & Technology, Conference, Tech, Ai, Hiring, Europe, Cto, Staffing, Artificial_intelligence, talent_acquisition, software_developers, eastern_european",en-us
https://www.eventbrite.ca/e/thrive-ai-tickets-752903403347,THRIVE AI,11/21/23,18:00,11/21/23,21:00,America/Montreal,"Get ready to meet AI industry leaders at THRIVE AI, where you'll dive into the Montreal ecosystem and sustainable innovations!",0.00 CAD, - ,0.00 CAD,0.00 CAD - 0.00 CAD,,"Analytics,  Advanced Digital Technologies and AI Initiative (AAAI)",,,,3420 Rue McTavish ARMST 375,Montréal,QC,H3A 3L1,CA,45.5029451,-73.5767565,752903403347,"High Tech, Science & Technology, Conference, Business, Networking, Tech, Sustainable, Sustainability, Edtech, Mcgill, Healthtech, Artificial_intelligence, montreal_events",en-ca
https://www.eventbrite.co.uk/e/engaging-the-disengaged-how-to-accompany-non-religious-persons-tickets-646139539757,Engaging the Disengaged (How to Accompany Non-religious persons),11/21/23,18:00,11/21/23,20:00,Europe/London,An online symposium to explore how Catholics can bring all to Christ led by Sherry Weddell creator of the first discernment charism process.,10.00 GBP, - ,10.00 GBP,10.00 GBP - 10.00 GBP,http://www.portsmouthdiocese.org.uk,Catholic Diocese of Portsmouth,"TheRoman Catholic Diocese of Portsmouthcovers theChannel Islandsas well as parts ofEngland(Hampshire, theIsle of Wightand parts ofBerkshire,DorsetandOxfordshire). The episcopal see is thePortsmouth Ca...",PortsmouthRC,PortsmouthRC,,,,,,,,646139539757,"Christianity, Religion & Spirituality, Seminar or Talk, Networking, Christian, Gospel, Catholic, Engaging, Disengaged, Persons, Evangelise, Accompany, nonreligious",en-gb
https://www.eventbrite.com/e/58th-american-open-chess-championship-registration-663203879657,58th American Open Chess Championship,11/21/23,18:00,11/26/23,23:30,America/Los_Angeles,"The 58th American Open Chess Championship will be on November 21-26, 2023 (Thanksgiving week) at Hyatt Regency Orange County",250.00 USD, - ,250.00 USD,250.00 USD - 250.00 USD,,ChessPalace,"Organizer of the American Open Chess Championship, ChessPalace is a chess club located at Orange County. Visit us athttp://chesspalace.com",,,11999 Harbor Boulevard,Garden Grove,CA,92840,US,33.7895548,-117.9165702,663203879657,"Sports & Fitness, Tournament, Chess",en-us
https://www.eventbrite.com/e/roundtable-chatgpt-in-education-tickets-740277157907,Roundtable: ChatGPT in Education,11/21/23,18:00,11/21/23,20:00,Asia/Saigon,ChatGPT in education,0.00 USD, - ,0.00 USD,0.00 USD - 0.00 USD,https://scifn.com,Scifn,"S﻿cifn (formerly Chainhaus) focuses on the intersection of blockchain, AI and finance by holding events, delivering education, generating media content, building great products and helping other great...",,,,,,,,,,740277157907,"High Tech, Science & Technology, Class, Training, or Workshop, Education, Roundtable, chatgpt",en-us
https://www.eventbrite.be/e/billets-predict-the-gender-pay-gap-with-machine-learning-by-le-wagon-735336871377,Predict the Gender Pay Gap with Machine Learning by Le Wagon,11/21/23,18:15,11/21/23,20:15,Europe/Brussels,Interested in the gender gap? Learn how to use Python and Pandas to analyze how gender equality (or inequality) reveals itself through data!,0.00 EUR, - ,0.00 EUR,0.00 EUR - 0.00 EUR,,BeCentral,BeCentral est une nouvelle destination du Digital se situant à la gare de Bruxelles Centrale. Notre mission? Réduire la fracture numérique et aide à accélérer la transformation digitale en Belgique!,BeCentralBxl,becentral,12 Cantersteen,Bruxelles,Bruxelles,1000,BE,50.8455447,4.3575376,735336871377,"Science, Science & Technology, Class, Training, or Workshop, Coding, Machinelearning, School, Datascience, Gender, Feminism, Paygap, Free_event, Lewagon, gendergap",fr-fr
https://www.eventbrite.com/e/gptuesday-tickets-698448978697,GPTuesday,11/21/23,18:30,11/21/23,21:30,America/New_York,Weekly AI Meetup,0.00 USD, - ,0.00 USD,0.00 USD - 0.00 USD,https://office-logic.co,THE HUB @ Office Logic,Reinventing the office concept into the hybrid that blends the co-working space with Executive Offices and Concierge Services,officelogicmia,,1501 Biscayne Boulevard ##501,Miami,FL,33132,US,25.790745,-80.1878552,698448978697,"Other, Science & Technology, Meeting or Networking Event, Event, Ai, Tuesday, Artificial_intelligence, gptuesday",en-us
https://www.eventbrite.com/e/gptuesday-weekly-ai-meetup-tickets-656330089967,GPTuesday - Weekly AI Meetup,11/21/23,18:30,11/21/23,21:30,America/New_York,"Join us every Tuesday for GPTuesday, a weekly in-person meetup where we discuss the latest advancements of AI and meet like-minded people",5.00 USD, - ,5.00 USD,5.00 USD - 5.00 USD,,GPTuesday,,,,"1501 Biscayne Blvd. Suite 501,",Miami,FL,33132,US,25.790745,-80.1878552,656330089967,"Career, Business & Professional, Meeting or Networking Event, Community, Tech, Technology, Event, Ai, Artificialintelligence, Weekly, gptuesday",en-us
https://www.eventbrite.com/e/one-book-one-frenchtown-the-book-of-more-delights-with-ross-gay-registration-722750996687,"One Book, One Frenchtown: The Book of (More) Delights with Ross Gay",11/21/23,18:30,11/21/23,21:30,America/New_York,Ross Gay will join the community in a live conversation Nov. 21 at ArtYard,0.00 USD, - ,0.00 USD,0.00 USD - 0.00 USD,http://www.artyard.org,ArtYard,ArtYard is an incubator for creative expression and a catalyst for collaborations that reveal the transformational power of art.We are an interdisciplinary alternative contemporary art center comprise...,ArtYardCenter,artyardfrenchtown,13 Front Street,Frenchtown,NJ,8825,US,40.5250951,-75.0621235,722750996687,"City/Town, Community & Culture, Class, Training, or Workshop, Reading, Poetry, Books, Author, Frenchtown, rossgay, onebook, bookofdelights, moredelights, onebookonefrenchtown",en-us
https://www.eventbrite.com.au/e/wildlife-at-night-charles-davis-photography-tickets-718339571997,Wildlife at Night | Charles Davis Photography,11/21/23,18:30,11/21/23,19:30,Australia/Sydney,"Join Award-Winning Wildlife Photographer, Charles Davis, who will take you to the world of photographing wildlife at night.",11.22 AUD, - ,11.22 AUD,11.22 AUD - 11.22 AUD,,Nikon School Australia,"We cater for every level of photographic ability, whether you are a beginner, keen amateur or professional photographer.Our workshops are a mix of easy to understand theory and hands-on practical phot...",,,,,,,,,,718339571997,"Other, Class, Training, or Workshop, Workshop, Photography, Nikon, Nikonschool, Nikonaustralia, Wildlifephotography, zseries, charlesdavis, zseriesau",en-au
https://www.eventbrite.co.uk/e/artificial-intelligence-unpacking-the-ethical-and-societal-implications-tickets-747684062157,Artificial Intelligence: unpacking the ethical and societal implications,11/21/23,18:45,11/21/23,20:30,Europe/London,"Join us for an online event on Nov 21, 2023, at 6:45 PM, where we delve into the ethical and societal impacts of Artificial Intelligence!",0.00 GBP, - ,0.00 GBP,0.00 GBP - 0.00 GBP,,North East Humanists,,,,,,,,,,,747684062157,"Science, Science & Technology, Seminar or Talk, Ethical, Artificialintelligence, Humanism, Sociétal, Implications, unpacking",en-gb
https://www.eventbrite.co.uk/e/mindstone-sofia-ai-meetup-tickets-751501590487,Mindstone Sofia AI Meetup,11/21/23,19:00,11/21/23,21:00,Europe/Sofia,"Delve into the world of AI, explore its practical applications, and marvel at the astonishing projects that are shaping our future.",0.00 GBP, - ,0.00 GBP,0.00 GBP - 0.00 GBP,,Mindstone,,,,"Sofia Tech Park 111, Tsarigradsko Shosse Blvd.",Sofia,,1784,BG,42.6675837,23.3734022,751501590487,"Science, Science & Technology, Meeting or Networking Event, Meetup, Ai, Learning, Artificial_intelligence, mindstone",en-gb
https://www.eventbrite.com/e/new-algorythm-become-an-efficient-ai-product-manager-tickets-739885496437,*NEW* ALGORYTHM| Become an Efficient AI Product Manager,11/21/23,19:00,11/21/23,22:00,America/Los_Angeles,"The role of a product manager (PM) is changing, unlock your future in this AI age.",88.88 USD, - ,99.99 USD,88.88 USD - 99.99 USD,http://katusop.com,"Kat Usop, MSHI",Hi! I am a digital nomad innovator in Health & AI space (Biomedical R&D Eng'r by Profession). I create  & share knowledge from real-world experiences. I build sustainable ventures while traveling long...,itskatusop,,.,San Francisco,CA,0,US,37.7749295,-122.4194155,739885496437,"High Tech, Science & Technology, Class, Training, or Workshop, Product, Ai, Machinelearning, Artificialintelligence, Productdesign, Neuralnetworks, Artificial_intelligence, productdesigner, algorythm",en-us
https://www.eventbrite.com/e/ai-for-content-creators-tickets-671609310527,Ai for Content Creators,11/21/23,19:00,11/21/23,21:00,America/New_York,Supercharge your content creation with AI! Join our 2-hour virtual workshop and discover how.,75.00 USD, - ,75.00 USD,75.00 USD - 75.00 USD,,,,,,,,,,,,,671609310527,"High Tech, Science & Technology, Class, Training, or Workshop, Event, Ai, Content, For, Creators",en-us
https://www.eventbrite.com/e/large-language-models-and-generative-text-tickets-757877581247,Large Language Models and Generative Text,11/21/23,19:00,11/21/23,22:00,America/Toronto,"In this live online workshop, we'll go hands-on working with generative text models, including fine-tuning LLMs on custom data sets.",199.00 CAD, - ,199.00 CAD,199.00 CAD - 199.00 CAD,,NLP from scratch,,,,,,,,,,,757877581247,"High Tech, Science & Technology, Class, Training, or Workshop, Datascience, Llm, Generative, Machine_learning, Data_science, Artificial_intelligence, natural_language_process, generative_ai, large_language_models, llms",en-ca
https://www.eventbrite.com/e/casey-mcquiston-haley-jakobson-one-last-stop-collectors-edition-tickets-687472878887,Casey McQuiston + Haley Jakobson: One Last Stop - Collector's Edition,11/21/23,19:00,11/21/23,20:30,America/New_York,Join us for an in-person event with bestselling author Casey McQuiston for the launch of their new Collector’s Edition of One Last Stop.,37.10 USD, - ,69.63 USD,37.10 USD - 69.63 USD,https://www.strandbooks.com/events,The Strand Book Store,"Strand Book Storewas born in 1927 on Fourth Avenue on what was then called “Book Row,” an area that covered six city blocks and housed forty-eight bookstores. Our founder Benjamin Bass was all of twen...",strandbookstore,strandbookstore,"828 Broadway 3rd Floor, Rare Book Room",New York,NY,10003,US,40.7333156,-73.9909537,687472878887,"Books, Hobbies & Special Interest, Seminar or Talk, Nyc, Booksigning, Collectors, romance_books",en-us
https://www.eventbrite.co.uk/e/l1nkn-p4rk-the-linkin-park-experience-the-frog-fiddle-211123-tickets-564988996297,L1NKN P4RK (The Linkin Park Experience) @ THE FROG & FIDDLE 21.11.23,11/21/23,19:00,11/21/23,23:00,Europe/London,"L1NKN P4RK, the UK's leading Linkin Park tribute come to Cheltenham for the first time celebrating the 20th anniversary of Meteora!",10.49 GBP, - ,12.68 GBP,10.49 GBP - 12.68 GBP,,L1NKN_P4RK,,,,313-315 High Street,Cheltenham,England,GL50 3HW,GB,51.9032821,-2.079334,564988996297,"Metal, Music, Concert or Performance, Tribute, Metal, L1nkn_p4rk, Linkinpark, hybridtheory",en-gb
https://www.eventbrite.co.uk/e/the-life-scientific-jim-al-khalili-in-conversation-with-mike-wooldridge-tickets-737067387397,The Life Scientific: Jim Al-Khalili in conversation with Mike Wooldridge,11/21/23,19:30,11/21/23,21:00,Europe/London,"Join the live recording of  BBC Radio 4 programme The Life Scientific, with Jim Al-Khalili and CHRISTMAS LECTURER Mike Wooldridge.",0.00 GBP, - ,21.44 GBP,0.00 GBP - 21.44 GBP,https://www.rigb.org,The Royal Institution,The Royal Institution (Ri) is an independent charity dedicated to creating opportunities for the public and scientists to explore science together. Anyone canbecome a member of the Ri. Become part of ...,Ri_Science,royalinstitution,21 Albemarle Street,London,England,W1S 4BS,GB,51.5097196,-0.1425257,737067387397,"Science & Technology, Seminar or Talk, Lecture, Science, Talk, London, Artificial_intelligence, science_communication, science_education",en-gb
https://www.eventbrite.co.uk/e/football-weekly-live-tour-dublin-evening-2-tickets-680392390957,Football Weekly Live tour: Dublin (evening 2),11/21/23,19:30,11/21/23,21:30,Europe/Dublin,Back in 2023 thanks to overwhelming public demand - it’s the Football Weekly Live tour.,24.73 EUR, - ,27.37 EUR,24.73 EUR - 27.37 EUR,https://membership.theguardian.com/events,Guardian Live,,guardianlive,,1 Eden Quay,Dublin 1,Dublin,,IE,53.3483768,-6.2554199,680392390957,"Soccer, Sports & Fitness, Seminar or Talk, Football, Sports, footballweekly",en-gb
https://www.eventbrite.be/e/billets-la-tornade-chatgpt-et-mon-business-webinaire-en-soiree-742232045027,La tornade ChatGPT... et mon BUSINESS !  (webinaire en soirée),11/21/23,19:30,11/21/23,21:00,Europe/Brussels,ChatGPT déferle sur nous à une vitesse phénoménale... effet de mode ou nouvelles opportunités business ?,240.00 EUR, - ,240.00 EUR,240.00 EUR - 240.00 EUR,https://www.hd4you.eu,HD4YOU | Christian BLÉSER - Facilitateur B2B,,,,,,,,,,,742232045027,"Startups & Small Business, Business & Professional, Other, Ai, B2b, Gestion_de_projet, Ia, chatgpt",fr-fr
https://www.eventbrite.sg/e/unlock-ai-superpowers-elevate-writing-visuals-videos-decisions-tickets-730990852317,"Unlock AI Superpowers: Elevate Writing, Visuals, Videos & Decisions!",11/21/23,20:00,11/21/23,22:00,Asia/Kuala_Lumpur,"Transform your career with AI! Elevate writing, visuals, videos & decisions in our  AI mini workshop. Be an AI superhero!",3.85 USD, - ,3.85 USD,3.85 USD - 3.85 USD,https://summitasia.com/,iSUMMIT,"Join our expansive global network of experts and experience the profound, transformative impact we've had on over 500,000 individuals across 13 countries through more than 2,000 engaging educational e...",thesummitasia,276735999118250,Jalan PJU 1/39,Petaling Jaya,Selangor,47301,MY,3.1176069,101.5950425,730990852317,"High Tech, Science & Technology, Conference, Event, Ai, Unlock, Superpowers, Lowercase",en-us
https://www.eventbrite.com/e/the-rise-of-ai-crypto-trading-tickets-749748386607,The Rise of AI Crypto Trading,11/21/23,20:00,11/21/23,21:00,Asia/Kuala_Lumpur,"Get ready to witness the game-changing fusion of artificial intelligence and cryptocurrency trading at ""The Rise of AI Crypto Trading""!",0.00 SGD, - ,0.00 SGD,0.00 SGD - 0.00 SGD,,SwiftCoin,,,,"17-08, Tower B, Jalan Kerinchi, Bangsar South",Kuala Lumpur,Kuala Lumpur,59200,MY,3.1106019,101.6662729,749748386607,"High Tech, Science & Technology, Conference, Investment, Technology, Event, Trading, Ai, Blockchain, Forex, Crypto, Binance, Metaverse",en-gb
https://www.eventbrite.com.au/e/unleash-your-potential-mastering-ai-fundamentals-workshop-tickets-756673850857,Unleash Your Potential: Mastering AI Fundamentals Workshop,11/21/23,20:00,11/21/23,22:00,Asia/Kuala_Lumpur,Revamp Your Revenue With AI  and Step into the Future with Confidence even Without Techie or Coding Skills,0.00 USD, - ,0.00 USD,0.00 USD - 0.00 USD,,Johaan Kaa,,,,,,,,,,,756673850857,"Sales & Marketing, Business & Professional, Class, Training, or Workshop, Ai, Websites, Fundamentals, Careeradvancement, Increaseproductivity, Liveonline, chatgpt, promptengineering, betteroutputs, gptbot",en-us
https://www.eventbrite.com/e/intro-to-ai-tickets-693433005787,Intro to AI,11/22/23,6:19,11/22/23,7:01,America/New_York,Introduction to Artificial Intelligence. Free. Limited to the first 5 callers. Every Wednesday Morning at 6:19 AM Eastern Time.,0.00 USD, - ,0.00 USD,0.00 USD - 0.00 USD,https://johnrector.me/,John Rector,"John Rector is an AI Futurist who predicted the next word in business™, starting with his notable paper from 2015, ""Mommy, What's a Cashier?"" Drawing upon 40 years of experience in the practical appli...",johnrector_,jsrector,,,,,,,,693433005787,"Science, Science & Technology, Class, Training, or Workshop, Technology, Event, Ai, Artificialintelligence, Intro",en-us
https://www.eventbrite.com/e/build-your-own-gpt-intro-to-ai-tickets-714507881307,Build Your Own GPT - Intro to AI,11/22/23,6:19,11/22/23,7:01,America/New_York,Introduction to Artificial Intelligence. Free. Every Wednesday Morning at 6:19 AM New York Time +1 (843) 327-6008.,0.00 USD, - ,0.00 USD,0.00 USD - 0.00 USD,https://johnrector.me/,John Rector,"John Rector is an AI Futurist who predicted the next word in business™, starting with his notable paper from 2015, ""Mommy, What's a Cashier?"" Drawing upon 40 years of experience in the practical appli...",johnrector_,jsrector,,,,,,,,714507881307,"Science, Science & Technology, Class, Training, or Workshop, Technology, Ai, Artificialintelligence, Gpt",en-us
https://www.eventbrite.com.au/e/unsw-ai-symposium-2023-registration-700063417527,UNSW AI Symposium 2023,11/22/23,9:00,11/22/23,17:30,Australia/Sydney,"Providing the platform for networking, interaction, and cross-UNSW engagement to explore diverse projects and AI advancements.",0.00 AUD, - ,0.00 AUD,0.00 AUD - 0.00 AUD,http://unsw.ai/,UNSW AI Institute,"The flagship UNSW Research Institute in AI, DS & ML.",unsw_ai,,Anzac Parade,Kensington,NSW,2052,AU,-33.9165279,151.2269336,700063417527,"Science & Technology, Conference, Business, Science, Ai, Medicine, Research, Engineering, Law, University, Unsw, Artificial_intelligence",en-au
https://www.eventbrite.se/e/machine-learning-platform-for-crm-tickets-736178839727,Machine Learning Platform for CRM,11/22/23,9:00,11/22/23,10:00,America/New_York,"Join us for the online event, where we delve into Machine Learning Platforms for CRM, revolutionizing customer relationship management",0.00 USD, - ,0.00 USD,0.00 USD - 0.00 USD,https://www.hopsworks.ai/,Hopsworks,"Hopsworks is a flexible and modular feature store that provides seamless integration for existing pipelines, superior performance for any SLA, and increased productivity for data and AI teams.",hopsworks,,,,,,,,,736178839727,"High Tech, Science & Technology, Conference, Machinelearning, Customer, Artificialintelligence, Realtime, Machine_learning, Marketing_digital, marketing_strategy, customer_engagement, machine_learning_course, feature_engineering",en-us
https://www.eventbrite.com/e/learn-to-operate-your-embroidery-machine-bring-your-designs-to-life-tickets-748629921247,LEARN TO OPERATE YOUR  EMBROIDERY MACHINE & BRING YOUR DESIGNS TO LIFE.,11/22/23,9:00,11/22/23,10:00,America/New_York,MACHINE EMBROIDERY: Explore your creativity and learn how to bring your designs to life!,39.99 USD, - ,39.99 USD,39.99 USD - 39.99 USD,,Lily,,,,,,,,,,,748629921247,"DIY, Hobbies & Special Interest, Class, Training, or Workshop, Workshop, Class, Nyc, Online, Embroidery, Harlem, Sewing, Machine_learning, Online_Event, workshop_course_events",en-us
https://www.eventbrite.es/e/v-barcelona-perfumery-congress-tickets-578677248227,V Barcelona Perfumery Congress,11/22/23,9:00,11/23/23,18:00,Europe/Madrid,"5th edition promoting olfaction science, industry innovation and perfume technology",30.00 EUR, - ,150.00 EUR,30.00 EUR - 150.00 EUR,https://www.beautyclusterbarcelona.com/es,Beauty Cluster,,bclusterbcn,,LA FARGA de L’Hospitalet (C/ Barcelona n2º - 08901 Hospitalet de Llobregat),Hospitalet de Llobregat,Barcelona,8901,ES,41.3607303,2.1045283,578677248227,"Beauty, Fashion & Beauty, Conference, Essentialoils, Fragrance, Scent, Perfume, Olfaction, barcelona_olfaction_week, fragrance_science, hispack, perfume_trends, perfumery_congress",en-us
